107,39.4,142292
280,33.1,596554
40,78.6,62034
62,57.3,88794.5
100,64.8,213463
23,26.4,10688.1
30,61,32698.5
340,24.1,651154
287,39.6,710148
85,45.2,112775
115,45,190263
85,32.3,82665.3
100,30.7,111587
120,41.5,191634
227,19.8,281754
298,22.5,530194
101,45.2,147958
101,23.9,87550.5
32,39.9,24793.1
56,55.7,71470.3
377,30.4,964252
126,60.7,287872
70,107.2,186303
81,34.8,85317.2
61,69.9,97696.4
92,70.2,200752
75,35.4,77065.1
115,18.6,87118.6
40,49.4,40547.6
107,32.2,121758
78,48.4,109437
101,53.6,174796
265,37.4,629433
103,27.6,102906
68,54.5,93481.9
186,38.8,348328
160,18.3,144320
57,49.6,66009.8
40,43,35573.1
145,52,301751
40,61.2,49180
126,33.8,175644
55,35.9,47019
100,39,133761
190,36.3,346886
355,22.1,668899
227,34.3,456022
145,39.2,238619
160,63.5,432211
122,33.3,160761
150,32.8,213751
130,43.2,214743
145,39.7,244264
100,66.5,209752
118,42.8,189974
160,43.2,311136
101,42.7,144588
83,50.4,118845
310,35.5,769114
73,72.3,136347
126,33.4,166977
111,44.9,182475
85,53.8,132892
47,29.2,30561.9
111,36.8,145063
100,32.6,113234
70,60.8,107186
90,73.8,193633
70,58.5,110238
55,17.2,26404.1
32,60.7,35112.8
182,36.8,319972
55,69.5,86995.2
64,30.8,54691.4
48,52.2,54495.1
205,23.9,284688
38,41.2,31700.1
86,65.3,162392
55,42.1,54002.5
85,41.9,107307
220,56.6,661980
310,34.1,766490
182,22.2,214757
40,110.6,82865
171,32,272199
32,56.3,32881.2
70,51.7,96486.2
205,20.7,246939
92,22.7,73394
51,38,43331.3
175,23.8,214259
310,20.5,532065
28,84.2,38853.6
55,24.1,34065.8
100,47.5,152274
47,33.7,36304.7
92,27.5,91574.7
32,45.1,26643.2
152,34.9,245494
47,43.4,43996.7
58,39.5,57895.3
111,30.4,124825
160,30.5,235254
182,69.3,593389
70,30.4,62877.9
122,21.4,109481
85,72.7,165727
115,23.8,111534
167,45.7,349553
76,51.5,108295
100,31.3,116171
160,25.7,198103
355,31.3,864201
310,16.3,394412
43,40.1,36641.6
42,80.8,69986.9
130,23.5,135699
35,50,32568.7
55,42.7,54501.8
100,68.7,218619
70,72.2,128222
160,56.7,388648
126,58.8,261210
70,46.8,87073.5
148,48.2,302340
130,33.1,172566
175,55.7,431863
85,75.4,177180
430,45.1,1.67329e+06
163,43,314744
167,29.2,234983
122,35.9,167598
272,23.1,457281
77,47.7,98803.8
100,48.8,160904
21,48,15956.1
47,73.5,69186
47,54,53176.6
122,31.9,154067
85,48.2,127833
407,27.5,1.00223e+06
120,64.9,267858
175,34,289021
66,38.4,67891.5
41,58.9,47255.7
250,32.9,523523
25,55.1,22664.5
167,38.6,299027
30,40.5,22299.2
55,35.6,46688.3
38,43.2,33506.8
370,47,1.40601e+06
43,59.5,49657.6
100,68.6,215905
53,42.5,52701.3
73,41.2,82726.7
40,65.8,53088.3
94,30.3,95461.2
145,53.8,312752
287,32.3,647990
28,69.5,32686
400,17.9,697665
85,36.1,91866.5
36,33.7,25041.2
83,41.2,104460
48,47.8,49979.9
40,60,46942.9
