145,38.6,241916
43,75.3,63538.4
111,33.1,126189
220,49.3,585634
35,66.4,41569.1
40,70.5,55289.2
40,63.1,49619.8
68,69.4,125806
43,45.4,40158.9
40,79.2,60310.2
130,48.6,248139
70,56.7,114083
148,41,267402
62,51.6,81863.7
36,47.8,34847.8
41,75.7,58405.1
43,66.9,56315.9
31,50,26879
70,87.9,152982
53,75.3,88076.4
28,59.7,29013.7
25,42.6,17199.3
40,53.8,42922.1
160,26.2,196557
100,55.7,183485
77,40,91955.8
101,46.6,145868
81,49.5,119129
310,26.3,633915
85,24.1,67457.2
107,27.9,114308
167,24.2,206787
47,47.9,49466.9
55,50.4,64063.7
130,19.9,114164
40,61.4,48719.7
51,35.4,41360.5
73,34,70334.2
66,57.9,99778.8
48,42,44629.7
62,40.7,66123.6
160,51.4,399772
85,38.9,97986.2
70,64.4,119698
115,48.5,206106
66,66.9,110752
160,19.1,160843
62,35.2,56390.6
65,25.9,46877.6
154,23.1,171740
49,49.4,51037.2
175,33.4,284437
85,72.8,176776
317,42.7,1.01264e+06
133,26.3,145611
81,29.8,74066.7
85,65.2,157705
47,74.6,69725.3
310,37.8,850619
70,45.5,83706.8
45,52.3,48116.2
135,34.5,189290
55,39.3,51455.3
128,35.7,183755
73,23.9,51469.1
122,26,129678
128,74.2,352668
100,20.3,77496.2
85,55.1,131609
41,90.7,69888.3
137,25.6,149977
310,23.3,550189
85,37.1,95929.9
40,103.6,81045.6
40,104.1,81402.6
107,46.6,170644
100,59.1,194194
47,55.7,54987.2
122,31.8,153630
101,76.4,239937
67,46.6,79951.4
85,40,101904
145,51.2,285741
64,43.5,70056.1
70,34.9,69435.4
92,39.2,119458
133,32.6,186855
115,32.7,142041
40,50.9,41741
47,61.3,59623.7
40,79.5,63689.2
160,27.9,211783
62,47.5,80001.7
145,37.5,235501
115,48.8,209684
220,35.4,427744
96,35.3,117560
25,76,30414.1
250,31.3,467858
107,29.9,114134
130,27.8,157157
49,52.5,56866.2
131,41.7,213241
133,48.2,251736
55,64.5,80624.9
100,79.1,252296
257,47.6,705409
77,53.8,114961
310,35.6,800193
131,31.8,178488
73,22.5,50293.3
55,36,48139
62,32.7,53556.9
103,49,169646
40,52.9,41207.9
437,36.1,1.31088e+06
55,25.2,34442.2
445,31.5,1.27133e+06
36,70.5,45314.8
130,65.2,314839
160,91.8,599630
131,38.1,204449
70,94.2,171831
55,37.5,48225.6
70,35.2,69062.1
26,89,40753.3
67,53.8,89718.2
58,40.7,58378.3
41,53.7,43036
58,45.5,64918.2
36,85.3,57884.7
212,20.9,256400
73,36.8,75883.4
40,63.7,49245.3
58,40.6,60507
115,65.5,253290
55,42.5,55358.8
25,80.6,30737.4
47,40.3,40680
28,58.3,28703.9
115,45.1,184200
115,60.2,233603
32,87,50170.2
100,25.3,92149.7
38,80.7,57799
115,27.7,121026
81,30.5,75900.8
100,35.4,124312
107,40.5,141914
190,55.6,538133
27,62.2,27671.6
60,61.2,88216
55,63,78289.8
37,48.2,33300.2
81,47.3,114628
55,62.7,79171.5
40,78.1,64001
160,36,270333
370,19.1,582421
40,65.2,52149.1
77,48.5,102869
28,61.5,29083.6
100,75.8,255304
137,56.7,304133
29,51.7,25265.6
58,42.5,59313.8
68,55.2,102755
85,54,134101
70,63,118318
115,49.3,218323
32,83.5,45691.1
85,71,167312
66,58.6,98190.2
85,35.8,94893.6
37,32.1,23367
96,60.8,188599
64,51.3,84049.2
47,80.1,77861.6
100,43.8,152098
160,51.9,362967
58,51.7,73980.9
208,39.9,456369
430,25.9,1.1008e+06
46,50.3,50273.4
70,70.9,128055
128,41.4,204619
66,30.3,56840.9
130,67.3,318453
70,22.2,47078.6
92,33.8,99763.8
34,55.6,34251.9
85,47.9,119820
71,38,73026.2
81,36.5,88863
70,38.9,76209.3
92,27.8,87307.2
41,74.2,61290.6
70,103.3,175291
85,32.4,87977.8
130,25.9,148960
130,82,402259
32,64.5,37625.3
163,34,263881
587,14.1,1.13014e+06
62,68.2,104674
167,29.7,236918
100,28.5,102171
32,49.2,29892.6
25,55.2,22393.2
92,43.4,127031
32,65.4,38732
190,29.9,299513
122,42.4,196848
96,82.7,245797
148,45.9,293481
167,43.2,322398
62,41.8,65624.9
77,46.9,100209
62,66.9,103857
295,33.6,681034
103,39.1,135210
77,41,88552.8
430,24.8,993673
167,53.5,412277
111,39.1,157568
40,78.9,63597.4
160,79.9,587237
190,48.5,443106
100,26.9,95134.1
70,75.8,139221
70,64.2,118426
70,42.6,82070.8
103,56.7,192164
40,39.7,33629.5
175,30.7,268366
130,33,172453
60,49.3,74098.6
111,71.5,258474
62,52.1,78411.8
193,43.7,410482
66,44.1,78251.2
227,20.7,310291
43,66.6,55963.2
62,61.3,92339.6
40,53,41303.5
35,54.2,34591.2
70,75.3,134892
347,38.4,1.05891e+06
111,35.4,138208
250,34.4,516216
40,70.6,59488.1
101,55.4,180134
62,51.8,81600.2
160,57.6,435280
52,41.1,50840.6
47,77.1,74197.8
40,82.5,65674.6
107,49.7,178012
40,67.7,53387.6
77,43.8,94721.4
175,24.8,223307
100,87.2,262164
242,29.2,445840
41,71.6,54786.1
73,38.3,78331.6
85,61.2,141894
28,62.8,31325.8
55,43.8,55127.9
124,35.8,174934
74,39.7,84653.7
34,35.6,23737.7
130,29,160017
40,83.8,64299.2
268,33.3,551861
92,43.5,128936
51,39.5,45349.3
70,86.2,149046
41,29.7,25945.4
62,45.8,71578.2
25,75.6,29815.7
92,43.9,129761
103,23.4,88471.1
43,47,41665
130,35,176094
130,65.7,308120
36,61,42387.8
55,59.5,71842.8
118,46.6,207105
86,24.3,69358.4
40,93.6,70467.8
51,41,47274.2
92,47.1,137158
48,50.7,53705.9
32,85.2,47004.2
186,35.4,330336
175,32.7,283260
55,37.8,49871.2
27,57.9,25103
133,21.4,133246
88,44.9,121154
242,45.6,618192
43,74.8,62249.7
28,68.2,32783.8
122,54.2,238980
460,31.1,1.41447e+06
100,40,134709
302,27.7,598981
66,64.2,108334
70,59.5,106871
96,49.9,150784
130,38.6,201335
47,85.3,84012.1
186,30.8,286937
40,108.1,83714.7
131,28.5,158710
115,33.8,144210
67,30.2,54706.9
41,65.4,51626
37,48.1,33090
37,81.8,57096.6
212,43.5,489016
62,48.5,76936.1
128,33.8,179349
40,88.9,69051.9
130,35.1,188408
377,54.8,1.64078e+06
25,57.6,22412.8
111,37.3,144756
62,71.3,105284
51,33.4,39712.3
96,68.2,193940
340,35.8,899329
145,31.5,198360
81,55.3,125445
460,51.8,2.20263e+06
100,60.1,195079
70,54.3,97640.2
55,62.7,76410.8
60,43.8,66681.3
96,29.1,99166.1
103,21.8,83867.8
280,31.8,588143
85,29,76622.1
85,34.7,89959.9
77,51.2,112804
69,57.4,101346
175,27.3,248621
66,60,101890
51,20.9,27513.2
124,29.6,151440
98,33.1,113189
160,64.1,449626
56,68.6,88327.5
40,36.9,31587.4
25,73.8,29200.5
70,69.5,127848
100,42.1,139084
26,61.5,27238.6
28,45.1,23116.8
55,76,88012.2
145,25.9,167001
62,27.3,46264.1
77,34.8,77659.7
160,54.7,384077
41,66.1,53169
145,28.8,181130
100,75.5,247325
107,22.7,90998.1
62,60.3,93505.9
46,54.1,54770.6
83,25,67615.7
100,58,186323
29,47.7,22932.4
88,30.4,86857.1
216,41.9,476996
520,34.8,1.99941e+06
160,33.9,258131
29,67.3,32389.9
85,53.8,130560
55,70.8,85810.3
47,78.6,77548
43,46.1,39475.9
115,34.5,152433
55,62.9,77226
62,62,94728.4
66,38.5,68729.9
47,67,66590.3
101,33.6,118931
145,16.1,114086
835,19.1,2.67222e+06
190,39.2,374758
122,33,159279
55,81.1,101711
201,23.8,273426
27,66.1,29301
76,41.4,89304.3
70,54.9,103028
160,37.5,276062
280,35.4,682749
68,65.5,112351
310,23.1,530937
96,41.6,131651
40,52.9,42958.1
62,31.3,51764.4
68,57.4,99484.7
68,36.4,71526.6
92,41.8,121894
201,35.3,384728
100,24.5,91262
152,50.6,325687
55,52,65334.5
41,85.7,63763.1
122,22.5,113477
61,33.5,53496.7
160,22.3,178978
115,31.9,137812
40,85.5,66299.6
70,84.5,148954
70,88.6,158649
54,40.8,51931
43,64.3,55538.2
40,70.2,57722.7
205,50.6,571029
201,26.9,302815
171,45.9,349368
25,99,38401.6
57,35.2,48745.9
115,41.9,177972
415,24.8,942914
43,63.1,51044
100,99.6,313336
40,86.6,65622.6
250,35.7,544782
38,58.8,43390
250,49.4,713711
43,77.1,63580.9
85,32.9,90064.7
178,56.6,468060
70,36.4,71820.1
40,76.6,59390.2
77,80.9,172654
40,56.3,44659.1
36,74.7,50142.2
257,39.1,624410
51,36.5,41961.8
115,24.9,110627
145,34.1,207818
62,48.4,76698.1
98,33.6,113668
70,35.4,68697.5
77,66.6,132422
160,43.5,321634
77,36.6,82390.4
47,81.2,77919.4
96,31.4,110075
107,48.2,167989
70,52.4,95848.2
212,33,392470
160,33.9,252692
152,37.9,251489
73,53.2,104988
340,45.6,1.0678e+06
34,41.9,27819.1
62,59.6,95390.7
175,19.4,180875
44,59.5,54954.1
193,27.1,286518
113,34.8,144409
160,48.5,361750
101,89.4,278811
81,33.1,79319.3
70,71.2,136679
40,54,45113.8
40,44.3,36939.6
332,31.7,865099
220,31.7,392157
100,61.9,195726
40,54.7,44381.8
118,43.3,182852
103,43.8,153618
62,60.8,92701.6
58,37.2,52844.4
70,48.2,88161.5
55,61.3,75110.2
100,54,177818
60,52.4,76625.5
70,70.4,124173
197,37.9,372197
197,50.4,517503
100,38.4,129387
182,33.5,310149
152,28,200495
130,69,337312
32,62.6,37259.8
26,73.6,32064.2
107,26.8,104870
43,42,37765.7
38,36.3,28318.1
250,68.3,1.01004e+06
175,29.6,251626
130,56.9,279500
37,77.7,52910.4
216,36.3,455684
70,65.2,116830
53,63.5,72996.2
325,16.4,439010
340,17.2,505386
83,44.9,110268
85,29,78329.4
68,36.2,67130.2
490,61.9,2.73832e+06
71,36,71975.4
40,93.2,69594.6
370,29.5,864850
85,52.2,135132
145,31.1,203332
62,48.7,73647.8
46,84.7,79033.3
310,15,372796
58,55.5,79196.7
70,42.9,81229
250,39,643058
190,89.2,768049
92,26.5,84640.8
66,46.4,81310.1
160,22.5,186216
130,41.7,210636
115,40.2,160191
130,33.8,173286
70,84.7,152208
35,46.6,30741.8
242,28,412691
25,59.9,23221.2
77,28.5,67446.5
154,34.5,232664
141,34.5,204608
40,19.1,18550.7
118,29,137975
43,39.6,35749
66,60.3,100630
77,44.2,98033.9
47,53.5,54848.3
30,41.9,22916.6
23,59.1,21815.4
98,77.4,232747
68,52.6,93241.7
160,34.1,248281
70,68.9,126356
145,19.6,138219
35,32.3,22468.6
40,35.2,29708.7
131,38.1,204336
145,22,147789
41,45.8,37736.1
272,20.6,399896
40,96.4,74636.3
190,30.5,304884
190,30.2,300114
41,67.2,51278.9
23,83.5,30062.2
45,58.7,52858.9
70,93.8,167437
55,29,39237.5
175,60.4,452012
160,37.7,276526
190,46.7,434546
26,52.2,23240
63,31.8,53961
55,114.8,139015
70,26.2,54869.2
45,47,44668.8
100,35.8,119990
70,66.6,118949
71,50.8,93866.7
223,36.9,455760
64,37.5,64567.1
100,43.1,142982
100,74.3,238387
36,52.3,36314.1
85,59.4,145465
40,100.1,76394.4
55,57.5,71445.8
77,48.8,105561
145,33.4,216552
70,50.9,93852.7
126,27.7,147519
28,77.7,37322.5
88,30,84208.2
40,64.1,51240.3
26,56.5,26553.2
25,67.5,27662.2
85,31,83356.9
201,32.7,359766
32,61.9,35777.6
122,41.1,197666
38,43.4,33035.7
70,34.2,68377.5
55,49.7,62144.9
18,37.3,10758.8
47,33.6,35126.2
51,60.2,66844.7
62,44.3,71166.1
28,70.5,34328.9
205,27.1,315841
70,29.6,59647.8
38,54.1,41587.7
96,68.5,209416
58,31.6,47645.9
37,31.3,23224.4
25,84.9,34406.8
83,30.4,78754.4
47,35.3,37641.4
242,37.7,534278
47,67.7,66086.7
40,44.7,37775.9
45,57.2,54167.9
150,62.3,369423
40,50.9,42409.7
212,28.6,346417
43,64.9,58776.9
47,72.9,68165.5
115,36,159786
49,56.2,58536.4
92,23.3,75590.7
37,47.5,32968.6
32,19.8,13858.1
55,67.5,82237.8
130,49.1,252619
205,54.2,558350
38,67.5,48626.6
160,47.9,334514
55,41,52115.2
58,54.4,77757.9
81,34,85682.3
223,21.3,307324
190,26.6,271754
126,36.2,179023
21,59.5,19646
25,62.2,25271.8
55,71,88959.3
310,68.3,1.28786e+06
47,57.9,58120.8
253,16.5,288778
107,31.5,121940
101,62.2,199923
280,37.8,723095
160,55.2,399334
49,37.5,41567.9
34,82.7,52188
85,39.5,99297.8
70,62.3,111701
163,33.1,259254
32,52.7,31615.3
98,61.8,200845
32,41.7,24941.9
32,48.9,29467
160,67.8,461163
107,46.5,168980
64,48.5,79355.6
280,42.5,840494
85,30.6,82085.9
115,18.9,95352.5
40,33.3,28365.8
310,35.3,757131
40,59.3,46792.6
70,56.8,111584
21,40.3,13571.3
86,38.7,104710
32,40.7,24168
29,42.5,21442.8
40,76.3,58893.8
133,24.4,140684
59,39.6,58623.9
32,52.8,30654.5
34,59.5,38763.2
32,84.9,46823.7
101,65.5,205516
66,50.4,83075.4
160,26.1,202504
70,93,159228
40,93.1,76077.1
50,54.7,62370.3
85,53.7,131302
92,27.6,86241.1
36,127.5,87144.9
152,66.7,427518
100,22.6,84474
535,28,1.72423e+06
148,39.6,275673
70,42.8,82735.8
40,41.4,34970.5
250,38.2,602166
50,54.6,61846.1
32,87.8,52709.6
75,29.8,63739
26,60.1,26683
280,28.3,533229
220,40.3,477089
70,34.7,69669.4
283,23.4,466214
32,39.9,24205.5
55,38,49186.5
160,24.3,186744
85,38.3,101355
36,60.5,40508
101,34.3,119293
100,34.9,124550
40,78.9,60493.3
55,69.6,85839.3
88,33.6,96921.2
100,54.2,167950
122,30.9,151924
55,74.9,91605.1
62,27.9,46742.6
55,49.5,61856.9
55,77,89115.8
122,37.5,177047
55,69.9,86636.2
41,82.1,66850.9
59,47,67297.9
88,46.3,121781
137,53,283909
40,90.3,72046.8
28,62.2,30793.3
100,14,58438
265,21.4,397640
70,42.7,81680
25,66.5,26250.2
40,76.9,58565.5
40,67.7,53748.3
43,54.8,48558.9
131,41.1,213587
580,10,846693
103,55.2,187700
167,25.6,217303
103,55.3,178714
160,102.1,672924
51,51.4,56757.4
120,46.9,206443
37,67.8,44803.9
51,42.6,49938.5
55,38.5,49117.1
40,54.9,43922.8
70,37.1,71938.8
113,32.2,140006
41,99.5,75520.2
205,34.8,365797
130,30.1,160587
167,23.1,191188
22,59.3,21582.2
77,42.6,90209.5
40,94.5,72113.7
73,54.4,104222
86,23.9,71633.3
40,57.4,43927.8
415,17.3,705278
160,23.4,180766
167,38.6,294185
40,76,59560.6
70,85.1,147654
36,83.3,54088.1
32,74.8,43374.1
94,33.6,104686
40,58.9,47088.9
100,51,170011
94,47.2,145813
70,52.3,94479.2
197,27.8,288547
25,43.1,17978.8
83,43.6,109067
45,58,52779.5
62,28.8,50058.2
51,74,80119.6
55,54,68565.3
85,50.9,124602
280,60.7,1.01697e+06
227,29.7,400700
115,62,254857
63,33.1,53246.1
25,81.4,32561.8
68,44.5,83865.9
152,34.8,235824
220,40.6,522320
70,48.4,95649.8
64,81.5,125899
250,78.5,1.06766e+06
28,44.6,22518.1
83,55.5,126293
171,40.9,330849
36,42.9,31605.5
103,29.7,107490
70,63.1,116969
45,42.4,40657.3
28,61.7,30389.5
77,39.4,87647.1
83,25.7,69692.2
175,76.3,591038
59,55.2,79029.6
253,38.3,591034
47,50,51118.4
100,58.8,194760
38,65.8,45464.3
34,44.3,28436.7
85,27.3,74349.4
63,48.3,80617.4
70,65.6,126409
44,66.9,60004.3
325,24.9,684796
133,38.7,208437
220,21,279764
49,37.4,41580.1
115,35.8,153034
145,31.5,205639
193,39.6,371500
40,64.3,48988.7
85,40.3,104756
100,76,251564
160,69.9,466627
92,50.8,141884
38,49.6,37092
73,38.3,76446.4
220,63.9,724335
130,21,125489
98,42.8,137120
41,42,36077.7
70,26.5,55001.9
25,66.2,25733
100,51.5,163768
160,59.6,457884
100,30,106215
62,48.6,76477.8
265,28.6,493195
43,66.3,56790.1
